price,bedrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,renovation,lat,long,sqft_living15,sqft_lot15,bathrooms,year_of_sale,house_age,bed_bath_ratio,lot_utilization,log_sqft_lot,log_sqft_lot15,log_price,log_sqft_basement,log_bed_bath_ratio,log_sqft_above,log_sqft_living,log_lot_utilization,log_sqft_living15
386500,3,2950,8036,1.5,0,0,3,8,1950,1000,1963,0,47.7239,-122.313,2060,7200,2.25,2014,51,1.3333333333,0.3670980587,8.9918111582,8.8819751842,12.864887147,6.9087547793,0.2876820725,7.5755846516,7.9895604493,-1.002126277,7.6304612618
175000,2,740,3434,1,0,0,5,6,740,0,1920,0,47.2088,-121.992,1160,6000,1,2014,94,2,0.2154921374,8.1417722047,8.699681401,12.072541253,0,0.6931471806,6.6066501862,6.6066501862,-1.534830855,7.0561752841
549000,2,2034,13392,1,1,4,5,7,1159,875,1947,0,47.3312,-122.503,1156,15961,1,2014,67,2,0.1518817204,9.5024874614,9.6779661764,13.21585372,6.7753660909,0.6931471806,7.0553128433,7.6177595766,-1.884653216,7.0527210492
338000,2,750,6439,1,0,0,4,6,750,0,1934,0,47.6995,-122.354,1470,6374,1,2014,80,2,0.1164777139,8.7702838191,8.76013937,12.730801174,0,0.6931471806,6.6200732065,6.6200732065,-2.150055321,7.2930176798
565000,3,1720,2218,1.5,0,0,3,7,1270,450,1931,1,47.649,-122.335,1130,1600,1.75,2014,83,1.7142857143,0.7754733995,7.7048119229,7.378383713,13.24458101,6.1114673395,0.5389965007,7.1467721795,7.4500795698,-0.254281598,7.0299729117
5300000,6,7390,24829,2,1,4,4,12,5000,2390,1991,0,47.5631,-122.21,4320,24619,6,2015,24,1,0.2976358291,10.119807879,10.1113144,15.483217379,7.7794669675,0,8.5171931914,8.9078830139,-1.21188459,8.3710106812
1060000,4,5320,20041,2,0,0,3,11,5320,0,2003,0,47.5852,-121.966,4640,17268,4,2014,11,1,0.2654558156,9.9055853506,9.7566682656,13.873779466,0,0,8.5792285823,8.5792285823,-1.326306872,8.4424696452
152000,3,902,10464,1,0,0,3,7,902,0,1965,0,47.363,-122.308,1510,7210,1,2014,49,3,0.0862003058,9.2557916349,8.8833629169,11.9316358,0,1.0986122887,6.8046145201,6.8046145201,-2.451081554,7.3198649298
2000000,4,5640,35006,2,0,2,3,11,4900,740,2015,0,47.5491,-122.104,4920,35033,3.25,2015,0,1.2307692308,0.1611152374,10.46330332,10.464074298,14.508657739,6.6080006253,0.2076393648,8.4969904841,8.6376393445,-1.82563541,8.5010638095
555000,3,3760,188760,1,0,0,4,10,2640,1120,1979,0,47.308,-122.087,2820,50543,3,2014,35,1,0.0199194745,12.148236944,10.830599523,13.226723393,7.0219764231,0,7.8785341961,8.2321742364,-3.916057409,7.9444921639
429000,3,1540,37950,1,0,0,4,7,1090,450,1959,0,47.3259,-122.289,1820,24375,1,2014,55,3,0.0405797101,10.544051133,10.101354321,12.969212198,6.1114673395,1.0986122887,6.9939329752,7.3395376954,-3.204487087,7.5065917801
334000,3,2000,7225,2,0,0,4,7,2000,0,1985,0,47.349,-122.167,1950,7464,2.25,2015,30,1.3333333333,0.276816609,8.8854409117,8.91798071,12.718896272,0,0.2876820725,7.6009024595,7.6009024595,-1.284400053,7.5755846516
562100,3,2090,12112,2,0,0,3,8,2090,0,1983,0,47.7015,-122.13,1760,12112,2.25,2014,31,1.3333333333,0.1725561427,9.402034535,9.402034535,13.239435049,0,0.2876820725,7.644919345,7.644919345,-1.757032631,7.473069088
590000,4,2360,57514,2,0,0,4,8,2360,0,1939,1,47.2843,-122.294,2037,35733,4.25,2014,75,0.9411764706,0.0410334875,10.959801062,10.483857895,13.287877816,0,-0.060624622,7.766416898,7.766416898,-3.193366777,7.6192334162
495000,2,970,4284,1,0,0,3,7,970,0,1905,0,47.6667,-122.333,2050,4284,1,2014,109,2,0.2264239029,8.362875831,8.362875831,13.112313042,0,0.6931471806,6.8772960715,6.8772960715,-1.48534636,7.6255950721
341000,3,1390,4814,1.5,0,0,3,6,1390,0,1908,0,47.6881,-122.32,1730,3990,1,2014,106,3,0.2887411716,8.4794913242,8.291797105,12.739637756,0,1.0986122887,7.2370590261,7.2370590261,-1.242224592,7.4558766875
225000,3,1590,9200,1,0,0,4,7,1110,480,1979,0,47.2917,-122.184,1880,9200,2.25,2015,36,1.3333333333,0.172826087,9.1270674528,9.1270674528,12.323855681,6.1758672701,0.2876820725,7.0121152943,7.3714892952,-1.755469468,7.5390270558
561000,4,2570,5250,2,0,0,3,8,2570,0,1990,0,47.5763,-122,2260,5392,2.5,2014,24,1.6,0.4895238095,8.5661738136,8.5928570953,13.237476185,0,0.4700036292,7.8516611779,7.8516611779,-0.714322178,7.7231200923
235000,3,1530,8700,1,0,0,4,7,1530,0,1970,0,47.4529,-122.207,1960,7600,2,2014,44,1.5,0.175862069,9.0711932406,8.9360350966,12.367340793,0,0.4054651081,7.3330230144,7.3330230144,-1.73805529,7.5806997522
620000,4,2580,7465,2,0,0,3,8,2580,0,1993,0,47.6319,-122.022,2350,7596,2.5,2014,21,1.6,0.34561286,8.9181146595,8.9355087115,13.337474757,0,0.4700036292,7.8555446779,7.8555446779,-1.062436032,7.7621706071
698000,4,2990,7231,2,0,0,3,9,2990,0,2001,0,47.5623,-122.032,3160,8339,2.5,2014,13,1.6,0.4134974416,8.8862709021,9.0288184954,13.455974382,0,0.4700036292,8.0030286664,8.0030286664,-0.883103952,8.0583273066
526000,3,1530,6125,1,0,0,3,7,1120,410,1958,0,47.5687,-122.397,1360,6125,1.75,2014,56,1.7142857143,0.2497959184,8.7202972874,8.7202972874,13.173056492,6.0185932145,0.5389965007,7.0210839643,7.3330230144,-1.387111021,7.2152399787
638500,4,1770,12462,1,0,2,4,8,1770,0,1962,0,47.4355,-122.338,2310,14810,1.75,2015,53,2.2857142857,0.1420317766,9.4305195338,9.6031254269,13.366876954,0,0.8266785732,7.4787348256,7.4787348256,-1.951704468,7.7450028035
875000,5,4720,18741,2,0,0,3,11,3210,1510,2005,0,47.6347,-122.013,3880,37328,4.25,2014,9,1.1764705882,0.2518542234,9.8385222737,10.527525783,13.681979165,7.3205269623,0.1625189295,8.0740262161,8.4595640786,-1.378904838,8.2635904326
367500,4,3110,7231,2,0,0,3,8,3110,0,1997,0,47.3279,-122.191,2820,7311,3,2014,17,1.3333333333,0.4300926566,8.8862709021,8.8972721131,12.814478598,0,0.2876820725,8.0423780052,8.0423780052,-0.843754613,7.9444921639
208000,3,1050,6240,1,0,0,5,5,1050,0,1948,0,47.4933,-122.338,1410,6240,1,2015,67,3,0.1682692308,8.7388957049,8.7388957049,12.245293359,0,1.0986122887,6.9565454432,6.9565454432,-1.782190018,7.2513449834
270000,3,2080,4252,1.5,0,0,3,7,1550,530,2003,0,47.4203,-122.157,2080,2275,2.25,2014,11,1.3333333333,0.4891815616,8.3553798953,7.7301747952,12.506177238,6.2747620212,0.2876820725,7.3460102099,7.6401231727,-0.715021567,7.6401231727
175000,3,1010,7034,1,0,0,3,7,1010,0,1954,0,47.49,-122.22,1440,10994,1,2014,60,3,0.1435882855,8.8586529695,9.305195903,12.072541253,0,1.0986122887,6.9177056098,6.9177056098,-1.940805203,7.2723983926
362000,1,890,211576,1.5,0,0,3,7,890,0,1996,0,47.7216,-121.883,1670,217364,1,2015,19,1,0.0042065263,12.262344277,12.289333247,12.799399491,0,0,6.7912214627,6.7912214627,-5.471118088,7.4205789054
382500,4,2210,7079,2,0,0,3,8,2210,0,1993,0,47.4206,-122.183,1970,7000,2.5,2014,21,1.6,0.3121909874,8.8650291867,8.853808275,12.854483932,0,0.4700036292,7.7007477945,7.7007477945,-1.164140139,7.5857888217
189000,3,860,5200,1,0,0,5,6,860,0,1969,0,47.3677,-122.078,1010,5200,1,2015,46,3,0.1653846154,8.5566061938,8.5566061938,12.149502294,0,1.0986122887,6.7569323892,6.7569323892,-1.799481515,6.9177056098
372000,4,1960,9300,1,0,0,5,7,1340,620,1979,0,47.4487,-121.772,1500,9752,1.75,2014,35,2.2857142857,0.2107526882,9.1378772002,9.185330209,12.826649133,6.4313310819,0.8266785732,7.2004248929,7.5806997522,-1.557069927,7.3132203871
1150000,3,2490,4000,2,0,0,5,8,1670,820,1918,0,47.6403,-122.229,2310,4000,2.5,2014,96,1.2,0.6225,8.2942996089,8.2942996089,13.9552725,6.7105231095,0.1823215568,7.4205789054,7.8200379895,-0.474011651,7.7450028035
505000,3,1260,5460,1,0,0,3,7,1260,0,1972,0,47.7355,-122.18,1510,5460,2,2015,43,1.5,0.2307692308,8.6053872022,8.6053872022,13.132313708,0,0.4054651081,7.1388669999,7.1388669999,-1.466337069,7.3198649298
210000,2,830,6000,1,0,0,3,6,830,0,1940,0,47.5308,-122.376,830,4960,1,2014,74,2,0.1383333333,8.699681401,8.5093626123,12.25486281,0,0.6931471806,6.7214257008,6.7214257008,-1.978089047,6.7214257008
875000,4,3230,256132,2,0,0,3,9,3230,0,2006,0,47.6544,-121.998,3080,217800,2.5,2015,9,1.6,0.0126106851,12.45345212,12.291337081,13.681979165,0,0.4700036292,8.0802374162,8.0802374162,-4.373210799,8.032684876
385000,3,1420,10980,1,0,0,4,7,1200,220,1954,0,47.574,-122.138,1630,9763,1,2014,60,3,0.1293260474,9.3039217856,9.1864574315,12.860998613,5.3981627015,1.0986122887,7.0900768358,7.2584121506,-2.045418564,7.3963352938
510000,6,3300,7480,2,0,0,3,8,3300,0,1980,0,47.6796,-122.104,2470,7561,4.5,2014,34,1.3333333333,0.4411764706,8.9201217519,8.9308909845,13.142166005,0,0.2876820725,8.1016777475,8.1016777475,-0.818310324,7.8119734296
750000,4,2510,17200,1,0,2,4,9,1540,970,1977,0,47.6287,-122.089,2370,14621,2.5,2015,38,1.6,0.1459302326,9.7527228006,9.5902825229,13.527828486,6.8783264683,0.4700036292,7.3395376954,7.8280380321,-1.924626631,7.7706452341
372000,4,2500,8215,2,0,0,3,8,2500,0,1990,0,47.4124,-122.204,2360,7801,2.5,2015,25,1.6,0.3043213634,9.0138387516,8.9621353901,12.826649133,0,0.4700036292,7.8240460109,7.8240460109,-1.18967102,7.766416898
1180000,4,3200,7500,1.5,0,1,5,8,1860,1340,1948,0,47.6826,-122.274,2500,6500,2.5,2014,66,1.6,0.4266666667,8.922791624,8.7797112902,13.981024996,7.2011708833,0.4700036292,7.5283317667,8.0709060888,-0.851752211,7.8240460109
512500,4,1620,4240,1.5,0,0,5,7,1620,0,1916,0,47.5746,-122.311,1450,4240,1.75,2015,99,2.2857142857,0.3820754717,8.3525543695,8.3525543695,13.14705599,0,0.8266785732,7.3901814282,7.3901814282,-0.96213712,7.2793188354
499950,3,1820,1991,2,0,0,3,8,1430,390,2014,0,47.596,-122.298,1550,1460,3.5,2014,0,0.8571428571,0.9141135108,7.5968944381,7.2868764118,13.122263372,5.96870756,-0.15415068,7.2654297233,7.5065917801,-0.089800524,7.3460102099
1570000,4,2810,8570,2,0,0,3,10,2810,0,1993,0,47.6159,-122.211,2810,9621,2.75,2014,21,1.4545454545,0.3278879813,9.0561396909,9.1718074223,14.266586177,0,0.3746934494,7.9409397623,7.9409397623,-1.115083249,7.9409397623
278000,2,1420,2229,2,0,0,3,7,1420,0,2004,0,47.4871,-122.165,1500,2230,2.5,2014,10,0.8,0.6370569762,7.7097568645,7.7102051944,12.535376393,0,-0.223143551,7.2584121506,7.2584121506,-0.450896183,7.3132203871
360000,4,2010,12188,1,0,0,4,7,1150,860,1960,0,47.5013,-122.147,1720,8475,1.75,2015,55,2.2857142857,0.1649163111,9.4082891847,9.0449939194,12.79385931,6.7580945044,0.8266785732,7.0475172214,7.6058900011,-1.802317139,7.4500795698
410000,3,1410,5060,1,0,0,4,7,910,500,1956,0,47.7073,-122.34,1130,5693,1,2014,58,3,0.2786561265,8.5293193712,8.6471682678,12.923912439,6.2166061011,1.0986122887,6.8134445995,7.2513449834,-1.277776779,7.0299729117
680000,4,3290,6012,2,0,0,3,9,3290,0,2005,0,47.5961,-121.98,3210,6005,2.5,2015,10,1.6,0.5472388556,8.701679071,8.7005142485,13.429848077,0,0.4700036292,8.0986428438,8.0986428438,-0.602869907,8.0740262161
580000,6,3596,13700,1,0,0,5,8,1798,1798,1964,0,47.4388,-122.339,1894,10500,2.5,2015,51,2.4,0.2624817518,9.5252241019,9.2592257697,13.270783383,7.494986234,0.8754687374,7.494430215,8.1875773956,-1.337573716,7.5464462737
356000,3,940,2366,1,0,0,3,6,940,0,1916,0,47.6744,-122.383,1500,5000,1,2015,99,3,0.3972950127,7.7693786095,8.5173931714,12.78268601,0,1.0986122887,6.8458798753,6.8458798753,-0.923076169,7.3132203871
389950,2,820,4234,1,0,1,3,6,820,0,1951,0,47.5294,-122.386,1550,4236,1,2015,64,2,0.1936702881,8.3511386071,8.3516107506,12.873773805,0,0.6931471806,6.7093043403,6.7093043403,-1.641598111,7.3460102099
608000,4,2490,9714,1,0,0,4,8,1400,1090,1983,0,47.7496,-122.201,2060,15300,2.75,2014,31,1.4545454545,0.2563310686,9.1814263618,9.6356734647,13.317930161,6.9948499858,0.3746934494,7.2442275156,7.8200379895,-1.361285433,7.6304612618
360000,3,1930,15540,1,0,0,3,8,1260,670,1958,0,47.7675,-122.307,1900,12123,2,2014,56,1.5,0.1241956242,9.6512369719,9.4029422382,12.79385931,6.508769137,0.4054651081,7.1388669999,7.5652752819,-2.085897342,7.5496091652
199950,2,700,5200,1,0,0,5,5,700,0,1952,0,47.4924,-122.174,970,5200,1,2014,62,2,0.1346153846,8.5566061938,8.5566061938,12.205822614,0,0.6931471806,6.551080335,6.551080335,-2.00533357,6.8772960715
299950,2,800,3000,1,0,0,3,6,800,0,1904,0,47.5602,-122.292,1640,3400,1,2014,110,2,0.2666666667,8.0067008454,8.131824785,12.611371073,0,0.6931471806,6.6846117277,6.6846117277,-1.32175584,7.4024515208
670000,5,2860,68519,2,0,0,5,8,2860,0,1958,0,47.5265,-121.835,1670,35910,2.5,2014,56,2,0.0417402472,11.134880952,10.488798934,13.415032991,0,0.6931471806,7.9585769038,7.9585769038,-3.176289454,7.4205789054
304950,2,670,6720,1,0,0,5,6,670,0,1942,0,47.5151,-122.372,710,6720,1,2014,72,2,0.099702381,8.812992232,8.812992232,12.627903108,0,0.6931471806,6.5072777124,6.5072777124,-2.305565721,6.56526497
599900,3,2605,12030,1,0,0,3,8,1355,1250,2003,0,47.7725,-121.899,1590,15242,1.5,2015,12,2,0.2165419784,9.395241931,9.6318756603,13.304518254,7.1316985105,0.6931471806,7.2115567333,7.8651879542,-1.529970855,7.3714892952
367777,5,2140,5937,1,0,0,3,7,1280,860,1978,0,47.5459,-122.27,1820,6710,3,2014,36,1.6666666667,0.3604514064,8.6891276553,8.8115032502,12.815232055,6.7580945044,0.5108256238,7.1546153569,7.668561108,-1.020398126,7.5065917801
603000,3,1700,2800,2,0,0,5,7,1150,550,1926,0,47.6819,-122.311,1500,3400,2.25,2015,89,1.3333333333,0.6071428571,7.9377317753,8.131824785,13.309672476,6.3117348092,0.2876820725,7.0475172214,7.43838353,-0.498991166,7.3132203871
257500,3,1690,13825,1,0,0,3,7,1210,480,1955,0,47.4256,-122.322,1190,9450,1,2014,59,3,0.1222423146,9.5343061565,9.153875835,12.458774999,6.1758672701,1.0986122887,7.0983756386,7.4324838079,-2.101750018,7.0817085861
200000,1,1010,1157,2,0,0,3,8,950,60,2007,0,47.5492,-122.372,1360,1688,1.5,2014,7,0.6666666667,0.8729472774,7.0544496581,7.4318919168,12.206072646,4.1108738642,-0.405465108,6.8564619846,6.9177056098,-0.135880117,7.2152399787
560000,3,2000,10182,1,0,0,5,7,1400,600,1963,0,47.6616,-122.175,2050,10182,1.75,2014,51,1.7142857143,0.1964250638,9.2284749422,9.2284749422,13.235692063,6.3985949345,0.5389965007,7.2442275156,7.6009024595,-1.627474275,7.6255950721
895000,4,3480,38985,2,0,0,3,10,3480,0,1989,0,47.6895,-122.052,3630,36290,2.5,2014,25,1.6,0.089265102,10.570957886,10.499325056,13.704578997,0,0.4700036292,8.1547875728,8.1547875728,-2.416144663,8.1969879273
530000,2,840,3400,1,0,2,4,7,840,0,1924,0,47.6403,-122.372,2000,4000,1,2014,90,2,0.2470588235,8.131824785,8.2942996089,13.180632286,0,0.6931471806,6.7334018918,6.7334018918,-1.398128819,7.6009024595
309900,3,2020,26670,2,0,0,3,7,2020,0,1987,0,47.2597,-122.31,1680,10939,2.5,2014,27,1.2,0.0757405324,10.191332112,9.300181076,12.644004944,0,0.1823215568,7.6108527904,7.6108527904,-2.580441827,7.4265490724
275000,2,680,4190,1,0,0,2,5,680,0,1906,0,47.6901,-122.358,1070,4175,1,2014,108,2,0.1622911695,8.3406946479,8.3371091296,12.524526377,0,0.6931471806,6.5220927982,6.5220927982,-1.818363215,6.9754139275
185000,3,1500,7800,1,0,0,3,7,1500,0,1968,0,47.3141,-122.192,1490,7800,1.75,2015,47,1.7142857143,0.1923076923,8.9620072096,8.9620072096,12.128111104,0,0.5389965007,7.3132203871,7.3132203871,-1.648658626,7.3065313989
375000,3,1870,7671,1,0,0,4,8,1720,150,1937,0,47.7162,-122.36,1460,7679,1,2014,77,3,0.2437752575,8.9453326166,8.9463748261,12.834681305,5.0172798368,1.0986122887,7.4500795698,7.5336937098,-1.411508554,7.2861917147
799950,5,3760,4702,2,0,0,3,9,2780,980,2014,0,47.7202,-122.223,2950,5981,3.75,2014,0,1.3333333333,0.7996597193,8.4559558819,8.6965102392,13.592304505,6.8885724596,0.2876820725,7.9302062067,8.2321742364,-0.223568993,7.9895604493
505000,2,1020,5000,1,0,0,4,7,1020,0,1916,0,47.6781,-122.363,1480,5000,1,2014,98,2,0.204,8.5173931714,8.5173931714,13.132313708,0,0.6931471806,6.9275579063,6.9275579063,-1.589635285,7.2997973668
1480000,4,5220,15411,2,0,3,3,11,3550,1670,2006,0,47.592,-122.085,3110,14124,3.5,2014,8,1.1428571429,0.3387190967,9.6429017057,9.555701556,14.207552646,7.4211775286,0.1335313926,8.1747028825,8.5602526809,-1.082584138,8.0423780052
652500,4,2700,9122,2,0,0,3,9,2700,0,1990,0,47.5771,-121.994,2500,9122,2.5,2014,24,1.6,0.295987722,9.1185539763,9.1185539763,13.388566418,0,0.4700036292,7.901007052,7.901007052,-1.217437305,7.8240460109
539000,3,2260,9568,1,0,0,3,8,1780,480,1985,0,47.6457,-122.058,2250,9744,2,2014,29,1.5,0.2362040134,9.1662839858,9.1845096119,13.19747085,6.1758672701,0.4054651081,7.4843686433,7.7231200923,-1.443059384,7.7186854952
279000,4,2200,7700,1,0,0,3,7,1100,1100,1979,0,47.464,-122.18,1790,7700,2,2014,35,2,0.2857142857,8.9491054695,8.9491054695,12.538967061,7.0039741367,0.6931471806,7.0030654588,7.6962126393,-1.252762968,7.4899708988
895900,4,3640,4983,2,0,3,3,9,2790,850,2014,0,47.5619,-122.027,3270,14700,3.5,2015,1,1.1428571429,0.7304836444,8.5139880605,9.5956707977,13.705584079,6.7464121286,0.1335313926,7.9337968748,8.1997389606,-0.314048438,8.0925452639
499950,4,2910,20067,2,0,0,3,9,2910,0,2001,0,47.4714,-122.273,1730,21420,2.5,2015,14,1.6,0.1450142024,9.9068817856,9.9721270283,13.122263372,0,0.4700036292,7.9759083602,7.9759083602,-1.930923594,7.4558766875
405000,5,2400,4900,2,0,0,3,8,2400,0,2011,0,47.355,-122.057,2110,5696,2.75,2015,4,1.8181818182,0.4897959184,8.4971945449,8.6476949995,12.911642346,0,0.5978370008,7.7832240163,7.7832240163,-0.713766468,7.6544432265
429000,2,1080,3600,1,0,0,3,7,1080,0,1922,0,47.6078,-122.291,2230,4500,1,2014,92,2,0.3,8.1889668636,8.4120548733,12.969212198,0,0.6931471806,6.9847163201,6.9847163201,-1.203972804,7.7097568645
319000,3,2110,7434,2,0,0,4,7,2110,0,1978,0,47.3935,-122.169,2100,7749,2.5,2014,36,1.2,0.2838310465,8.9139538589,8.9554481223,12.672946382,0,0.1823215568,7.6544432265,7.6544432265,-1.259376124,7.6496926237
844000,4,3350,6350,2,0,2,3,8,2610,740,2009,0,47.5602,-122.39,1820,6350,3.5,2015,6,1.1428571429,0.5275590551,8.7563675598,8.7563675598,13.645907774,6.6080006253,0.1335313926,7.8671055003,8.1167156248,-0.639494467,7.5065917801
435010,3,1270,4000,1,0,0,3,7,1120,150,1954,0,47.5293,-122.354,1220,4600,1,2015,61,3,0.3175,8.2942996089,8.4340289502,12.983124298,5.0172798368,1.0986122887,7.0210839643,7.1467721795,-1.147277461,7.1066061377
457000,4,2800,7845,2,0,0,3,8,2800,0,2002,0,47.3544,-122.013,2800,6977,3,2014,12,1.3333333333,0.3569152326,8.9677591268,8.8505176217,13.03243867,0,0.2876820725,7.9373746962,7.9373746962,-1.030256969,7.9373746962
839000,5,4280,11307,2,0,0,3,10,2710,1570,1996,0,47.5503,-122.081,3080,11307,4,2014,18,1.25,0.3785265765,9.3332657188,9.3332657188,13.639965985,7.3594676383,0.2231435513,7.9047039139,8.3617082886,-0.971468993,8.032684876
638500,4,1980,6568,2,0,0,3,8,1980,0,2004,0,47.704,-122.101,2310,6496,2.5,2015,11,1.6,0.3014616322,8.7901168929,8.7790958109,13.366876954,0,0.4700036292,7.5908521237,7.5908521237,-1.199112527,7.7450028035
519000,3,1560,26099,1,0,3,4,8,1560,0,1973,0,47.5023,-122.467,1760,19687,1.75,2015,42,1.7142857143,0.0597724051,10.169690593,9.8877645921,13.159659162,0,0.5389965007,7.3524411002,7.3524411002,-2.817211178,7.473069088
1680000,3,4090,16972,2,0,2,3,11,3590,500,2007,0,47.7258,-122.37,3740,16972,2.5,2015,8,1.2,0.240985152,9.7393791252,9.7393791252,14.334304351,6.2166061011,0.1823215568,8.1859074815,8.316300249,-1.423019957,8.2268408904
502550,3,1770,7875,1,0,0,4,7,1170,600,1958,0,47.606,-122.125,1670,8000,1.75,2014,56,1.7142857143,0.2247619048,8.9715754398,8.9873218129,13.127450416,6.3985949345,0.5389965007,7.0647590278,7.4787348256,-1.492713638,7.4205789054
718500,3,1200,6240,1,0,0,3,8,1030,170,1952,0,47.6222,-122.287,2810,6240,1.5,2014,62,2,0.1923076923,8.7388957049,8.7388957049,13.484920985,5.1416635565,0.6931471806,6.9373140812,7.0900768358,-1.648658626,7.9409397623
975000,4,2250,3600,2,0,0,4,9,2010,240,1912,1,47.643,-122.37,1910,3990,2.25,2015,103,1.7777777778,0.625,8.1889668636,8.291797105,13.79019275,5.4847969335,0.5753641449,7.6058900011,7.7186854952,-0.470003629,7.554858521
251000,3,1650,7930,1,0,0,4,7,1650,0,1989,0,47.3617,-122.05,1510,7930,2,2015,26,1.5,0.2080706179,8.9785344101,8.9785344101,12.433208218,0,0.4054651081,7.4085305669,7.4085305669,-1.569877748,7.3198649298
387500,6,2400,7684,1,0,0,3,6,1200,1200,1932,1,47.7705,-122.269,1290,9800,2,2015,83,3,0.3123373243,8.947025656,9.1902397003,12.867471128,7.0909098221,1.0986122887,7.0900768358,7.7832240163,-1.163671508,7.1623974974
870000,4,3410,23000,2,0,0,4,10,3410,0,1982,0,47.5559,-122.149,2490,15512,2.75,2014,32,1.4545454545,0.1482608696,10.043292972,9.6494336611,13.676248491,0,0.3746934494,8.1344675703,8.1344675703,-1.908781925,7.8200379895
395000,5,1840,10453,1,0,2,3,8,1360,480,1948,0,47.4508,-122.368,2250,11250,1.75,2014,66,2.8571428571,0.1760260212,9.2547399593,9.3282122926,12.886641044,6.1758672701,1.0498221245,7.2152399787,7.5175208506,-1.737123447,7.7186854952
271000,4,1710,7200,1,0,0,5,7,910,800,1975,0,47.3967,-122.174,1730,7200,1.75,2014,39,2.2857142857,0.2375,8.8819751842,8.8819751842,12.5098741,6.6858609471,0.8266785732,6.8134445995,7.4442486495,-1.437587656,7.4558766875
838400,4,2620,9525,2.5,0,0,4,9,2620,0,1974,0,47.5631,-122.219,2580,9525,2.5,2014,40,1.6,0.2750656168,9.1617801814,9.1617801814,13.639250593,0,0.4700036292,7.8709295968,7.8709295968,-1.290745603,7.8555446779
625000,3,1880,4000,1,0,2,3,8,1280,600,1950,0,47.6375,-122.391,1920,4000,2,2014,64,1.5,0.47,8.2942996089,8.2942996089,13.345506929,6.3985949345,0.4054651081,7.1546153569,7.5390270558,-0.755022584,7.560080465
250000,3,1200,24805,1,0,0,3,6,1200,0,1984,0,47.4236,-122.195,2150,4339,1.75,2014,30,1.7142857143,0.0483773433,10.118840838,8.3756296271,12.429216197,0,0.5389965007,7.0900768358,7.0900768358,-3.028723689,7.6732231211
400000,3,1860,12944,1,0,0,3,9,1860,0,2002,0,47.4298,-122.102,2500,29279,2,2014,12,1.5,0.1436959209,9.4684648922,10.284659968,12.899219826,0,0.4054651081,7.5283317667,7.5283317667,-1.940055873,7.8240460109
212000,1,620,7620,1,0,0,3,6,620,0,1926,0,47.4697,-122.349,1160,7620,1,2015,89,1,0.0813648294,8.9386628737,8.9386628737,12.264341554,0,0,6.429719478,6.429719478,-2.508812171,7.0561752841
345950,3,2110,4118,2,0,0,3,8,2110,0,1989,0,47.3878,-122.153,2110,4044,2.5,2014,25,1.2,0.5123846527,8.3233656944,8.3052368295,12.754049535,0,0.1823215568,7.6544432265,7.6544432265,-0.668679661,7.6544432265
494000,4,1790,42000,1,0,0,3,7,1170,620,1983,0,47.4819,-121.744,2060,50094,2.25,2015,32,1.7777777778,0.0426190476,10.645448707,10.821676482,13.110290796,6.4313310819,0.5753641449,7.0647590278,7.4899708988,-3.155453998,7.6304612618
336500,4,2500,5264,2,0,0,3,7,2500,0,2003,0,47.3853,-122.028,1960,5250,2.5,2014,11,1.6,0.4749240122,8.5688364246,8.5661738136,12.726353428,0,0.4700036292,7.8240460109,7.8240460109,-0.744600462,7.5806997522
459950,5,3078,6371,2,0,0,3,9,3078,0,2014,0,47.3587,-122.163,1979,19030,2.75,2015,1,1.8181818182,0.4831266677,8.759668671,9.8538245075,13.038873067,0,0.5978370008,8.0320353144,8.0320353144,-0.727476408,7.5903469456
435000,3,1470,3000,1,0,0,3,7,930,540,1985,0,47.6832,-122.286,1470,5588,2.5,2014,29,1.2,0.49,8.0067008454,8.6285556593,12.98310131,6.2934192788,0.1823215568,6.8351845861,7.2930176798,-0.713349888,7.2930176798
500000,3,1320,8100,1,0,0,4,7,1320,0,1951,0,47.7194,-122.371,1480,8100,1.5,2014,63,2,0.162962963,8.9997427898,8.9997427898,13.122363377,0,0.6931471806,7.1853870156,7.1853870156,-1.814232325,7.2997973668
239000,3,1470,8925,1,0,0,4,7,1470,0,1957,0,47.2026,-122,1430,9282,1.75,2014,57,1.7142857143,0.1647058824,9.0967236452,9.1359400494,12.384218831,0,0.5389965007,7.2930176798,7.2930176798,-1.803593927,7.2654297233
695000,4,3010,11393,2,0,0,3,8,3010,0,2005,0,47.7389,-122.221,2810,11282,2.5,2015,10,1.6,0.2641973141,9.34084218,9.3310524471,13.451667125,0,0.4700036292,8.0096953577,8.0096953577,-1.331059053,7.9409397623
475000,4,1650,7775,1,0,0,4,7,1150,500,1950,0,47.715,-122.354,1390,7200,1.75,2014,64,2.2857142857,0.2122186495,8.9587973461,8.8819751842,13.071070083,6.2166061011,0.8266785732,7.0475172214,7.4085305669,-1.55013817,7.2370590261
2900000,4,5050,20100,1.5,0,2,3,11,4750,300,1982,1,47.6312,-122.223,3890,20060,3.25,2015,33,1.2307692308,0.2512437811,9.9085248441,9.9065329107,14.880221295,5.7071102647,0.2076393648,8.465899897,8.5271435223,-1.381331572,8.2661644366
